match_id,match_date,tournament,stage,is_knockout,team_a,team_b,team_a_squad_value,team_b_squad_value,squad_value_diff,target_result_90m,team_a_elo,team_b_elo,elo_diff,team_a_fifa_rank,team_b_fifa_rank,fifa_rank_diff,team_a_last5_points,team_b_last5_points,last5_points_diff,team_a_last5_goals_for,team_b_last5_goals_for,goals_for_diff,team_a_last5_goals_against,team_b_last5_goals_against,goals_against_diff,team_a_last5_goal_diff,team_b_last5_goal_diff,last5_goal_diff_gap,team_a_rest_days,team_b_rest_days,rest_days_diff,confederation_a,confederation_b,confederation_pair,same_confederation_flag,team_a_top11_avg_rating_last5,team_b_top11_avg_rating_last5,top11_rating_diff,team_a_top11_avg_minutes_last5,team_b_top11_avg_minutes_last5,top11_minutes_diff,team_a_attack_core_form_score,team_b_attack_core_form_score,attack_core_form_diff,team_a_gk_form_score,team_b_gk_form_score,gk_form_diff,team_a_recent_starts_stability,team_b_recent_starts_stability,starts_stability_diff,team_a_key_absence_score,team_b_key_absence_score,key_absence_diff,team_a_avg_xg_last5,team_b_avg_xg_last5,xg_diff,team_a_avg_xga_last5,team_b_avg_xga_last5,xga_diff
3857255,2022-12-01,FIFA World Cup,group,0,Japan,Spain,149700000.0,859000000.0,-709300000.0,0,1888.22,2096.73,-208.52,24,7,17,7,10,-3,5.0,13.0,-8.0,4.0,4.0,0.0,1.0,9.0,-8.0,4.0,4.0,0.0,AFC,UEFA,AFC_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857292,2022-12-01,FIFA World Cup,group,0,Costa Rica,Germany,13875000.0,885500000.0,-871625000.0,2,1854.16,1976.63,-122.47,31,11,20,10,5,5,7.0,6.0,1.0,10.0,7.0,3.0,-3.0,-1.0,-2.0,4.0,4.0,0.0,CONCACAF,UEFA,CONCACAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857262,2022-12-02,FIFA World Cup,group,0,South Korea,Portugal,157000000.0,937000000.0,-780000000.0,0,1843.45,2079.72,-236.28,28,9,19,8,12,-4,6.0,13.0,-7.0,5.0,3.0,2.0,1.0,10.0,-9.0,4.0,4.0,0.0,AFC,UEFA,AFC_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857293,2022-12-02,FIFA World Cup,group,0,Ghana,Uruguay,206700000.0,396700000.0,-190000000.0,2,1719.07,1939.61,-220.55,61,14,47,9,7,2,8.0,7.0,1.0,8.0,3.0,5.0,0.0,4.0,-4.0,4.0,4.0,0.0,CAF,CONMEBOL,CAF_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3857256,2022-12-02,FIFA World Cup,group,0,Serbia,Switzerland,284000000.0,276000000.0,8000000.0,2,1898.54,1949.3,-50.76,21,15,6,10,9,1,14.0,5.0,9.0,7.0,5.0,2.0,7.0,0.0,7.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3857280,2022-12-02,FIFA World Cup,group,0,Cameroon,Brazil,141700000.0,1142000000.0,-1000300000.0,0,1719.95,2239.94,-519.99,43,1,42,3,15,-12,5.0,12.0,-7.0,7.0,1.0,6.0,-2.0,11.0,-13.0,4.0,4.0,0.0,CAF,CONMEBOL,CAF_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869117,2022-12-03,FIFA World Cup,round_of_16,1,Netherlands,United States,587250000.0,277400000.0,309850000.0,0,2081.08,1907.35,173.73,8,16,-8,13,6,7,8.0,2.0,6.0,1.0,3.0,-2.0,7.0,-1.0,8.0,4.0,4.0,0.0,UEFA,CONCACAF,UEFA_vs_CONCACAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869151,2022-12-03,FIFA World Cup,round_of_16,1,Argentina,Australia,642000000.0,35800000.0,606200000.0,0,2154.1,1871.65,282.45,3,38,-35,12,12,0,13.0,6.0,7.0,2.0,4.0,-2.0,11.0,2.0,9.0,3.0,3.0,0.0,CONMEBOL,AFC,CONMEBOL_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869152,2022-12-04,FIFA World Cup,round_of_16,1,France,Poland,977500000.0,245100000.0,732400000.0,0,2034.34,1876.64,157.7,4,26,-22,9,10,-1,8.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3869118,2022-12-04,FIFA World Cup,round_of_16,1,England,Senegal,1260000000.0,228000000.0,1032000000.0,0,2030.07,1878.27,151.8,5,18,-13,8,10,-2,12.0,8.0,4.0,6.0,5.0,1.0,6.0,3.0,3.0,5.0,5.0,0.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869219,2022-12-05,FIFA World Cup,round_of_16,1,Japan,Croatia,149700000.0,377000000.0,-227300000.0,1,1934.33,1986.47,-52.14,24,12,12,7,11,-4,5.0,8.0,-3.0,5.0,2.0,3.0,0.0,6.0,-6.0,4.0,4.0,0.0,AFC,UEFA,AFC_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869253,2022-12-05,FIFA World Cup,round_of_16,1,Brazil,South Korea,1142000000.0,157000000.0,985000000.0,0,2182.81,1891.19,291.61,1,28,-27,12,10,2,11.0,6.0,5.0,2.0,4.0,-2.0,9.0,2.0,7.0,3.0,3.0,0.0,CONMEBOL,AFC,CONMEBOL_vs_AFC,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869220,2022-12-06,FIFA World Cup,round_of_16,1,Morocco,Spain,228700000.0,859000000.0,-630300000.0,1,1945.73,2050.62,-104.89,22,7,15,11,10,1,7.0,13.0,-6.0,1.0,4.0,-3.0,6.0,9.0,-3.0,5.0,5.0,0.0,CAF,UEFA,CAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869254,2022-12-06,FIFA World Cup,round_of_16,1,Portugal,Switzerland,937000000.0,276000000.0,661000000.0,0,2031.98,1974.95,57.03,9,15,-6,9,9,0,10.0,6.0,4.0,5.0,6.0,-1.0,5.0,0.0,5.0,4.0,4.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3869420,2022-12-09,FIFA World Cup,quarterfinal,1,Croatia,Brazil,377000000.0,1142000000.0,-765000000.0,1,1982.0,2199.32,-217.32,12,1,11,9,12,-3,6.0,12.0,-6.0,2.0,3.0,-1.0,4.0,9.0,-5.0,4.0,4.0,0.0,UEFA,CONMEBOL,UEFA_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869321,2022-12-09,FIFA World Cup,quarterfinal,1,Netherlands,Argentina,587250000.0,642000000.0,-54750000.0,1,2105.28,2163.96,-58.67,8,3,5,13,12,1,9.0,12.0,-3.0,2.0,3.0,-1.0,7.0,9.0,-2.0,6.0,6.0,0.0,UEFA,CONMEBOL,UEFA_vs_CONMEBOL,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869486,2022-12-10,FIFA World Cup,quarterfinal,1,Morocco,Portugal,228700000.0,937000000.0,-708300000.0,0,1954.52,2082.22,-127.69,22,9,13,11,12,-1,7.0,16.0,-9.0,1.0,5.0,-4.0,6.0,11.0,-5.0,4.0,4.0,0.0,CAF,UEFA,CAF_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869354,2022-12-10,FIFA World Cup,quarterfinal,1,England,France,1260000000.0,977500000.0,282500000.0,2,2060.98,2060.21,0.77,5,4,1,11,9,2,15.0,9.0,6.0,5.0,6.0,-1.0,10.0,3.0,7.0,6.0,6.0,0.0,UEFA,UEFA,UEFA_vs_UEFA,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3869519,2022-12-13,FIFA World Cup,semifinal,1,Argentina,Croatia,642000000.0,377000000.0,265000000.0,0,2158.94,1998.65,160.29,3,12,-9,10,7,3,9.0,6.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,0.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869552,2022-12-14,FIFA World Cup,semifinal,1,France,Morocco,977500000.0,228700000.0,748800000.0,0,2090.28,1995.08,95.2,4,22,-18,12,11,1,11.0,5.0,6.0,5.0,1.0,4.0,6.0,4.0,2.0,4.0,4.0,0.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869684,2022-12-17,FIFA World Cup,third_place,1,Croatia,Morocco,377000000.0,228700000.0,148300000.0,0,1968.79,1962.11,6.68,12,22,-10,6,10,-4,6.0,5.0,1.0,6.0,3.0,3.0,0.0,2.0,-2.0,4.0,3.0,1.0,UEFA,CAF,UEFA_vs_CAF,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3869685,2022-12-18,FIFA World Cup,final,1,Argentina,France,642000000.0,977500000.0,-335500000.0,1,2188.8,2123.25,65.56,3,4,-1,13,12,1,11.0,9.0,2.0,3.0,4.0,-1.0,8.0,5.0,3.0,5.0,4.0,1.0,CONMEBOL,UEFA,CONMEBOL_vs_UEFA,0.0,,,,,,,,,,,,,,,,,,,,,,,,
